request_id,requested_by,requester_role,request_date,target_company_raw,target_company_canonical_key,target_account_match_tier,crm_account_id,crm_account_name,crm_domain_group,crm_competing_candidates,domain_hints,target_person_raw,target_person_match_tier,target_title_raw,target_title_family,deal_value_usd,urgency,declared_status,declared_path_found_flag,connector_asked,routed,asked_date,connector_responded,response_date,intro_sent,intro_date,meeting_booked,opportunity_created,derived_state,state_evidence_rank,state_evidence,state_confidence,has_terminal_evidence,owner_known,next_action_known,slack_thread_present,slack_message_count,slack_reply_count,slack_intents,slack_volunteer_offer,slack_referral_suggestion,slack_bump,slack_duplicate_query,slack_explicit_state_statement,first_reply_date,first_substantive_reply_date,last_observed_activity,days_since_activity,inactivity_bucket,potentially_stale
R1171,Curtis Hartigan,"AE, Financial Services",2026-01-12,Kingsmere Retail Group,kingsmereretail,E_unmatched,,,,,,Tanvi Prendergast-Falkenrath,T6_unmatched,VP Enterprise Architecture,,1200000,Medium,Open,,Dana Whitfield,True,2026-01-15,Y,2026-01-27,Y,2026-02-04,N,N,intro_sent,1_outcome_event,intro_outcomes row: intro_sent=Y,high,True,True,True,True,2,1,blocker_note; unclassified,False,False,False,False,False,2026-01-13,,2026-02-04,187,30d+,False
R1172,Hana Nakashima,"AE, Healthcare",2025-10-21,Meridian Peak Foods,meridianpeakfoods,C_similar_but_distinct,,,,A1034:Meridian Holdings(59.3),,Noor Isenberg-Dobrescu,T6_unmatched,VP Engineering,engineering_exec,150000,High,Intro sent,Path found,Priya Raghunathan,True,2025-10-21,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,1,0,unclassified,False,False,False,False,False,,,2025-10-21,293,30d+,True
R1173,Rafael Salcedo,"AE, Transport & Logistics",2025-10-06,Harrowgate Health,harrowgatehealth,B_probable_name_exact,A1050,Harrowgate Health,,,,,T6_unmatched,VP Engineering,engineering_exec,150000,Medium,Intro sent,Unknown,,False,,,,,,,,declared_only:Intro sent,3_declared_status_only,intro_requests.status='Intro sent' with no corroborating event evidence,low,False,False,False,True,1,0,unclassified,False,False,False,False,False,,,2025-10-06,308,30d+,True
R1174,Yusuf Petrossian,SDR Lead,2026-05-29,Priorwood Chemicals,priorwoodchemicals,B_probable_name_exact,A1030,Priorwood Chemicals,,,,Amara Kettleborough-Højgaard,T6_unmatched,Head of Platform Engineering,platform,150000,Critical,Open,Unknown,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,3,2,possible_duplicate_query; qualification_question; unclassified,False,False,False,True,False,2026-05-29,,2026-05-31,71,30d+,True
R1175,Imani Mkhize,"Enterprise AE, West",2025-11-20,Copperline Water,copperlinewater,E_unmatched,,,,,,,T6_unmatched,Chief Digital Officer,cdo_digital,80000,Critical,Closed - no path,No path found,,False,,,,,,,,declared_only:Closed - no path,3_declared_status_only,intro_requests.status='Closed - no path' with no corroborating event evidence,low,False,False,False,True,2,1,bump; possible_duplicate_query,False,False,True,True,False,2025-11-23,,2025-11-23,260,30d+,True
R1176,Yusuf Petrossian,SDR Lead,2026-04-03,Pelham Beverage,pelhambeverage,B_probable_name_exact,A1043,Pelham Beverage,,,,,T6_unmatched,Head of Platform Engineering,platform,400000,Critical,Stalled,No path found,Imani Mkhize,True,2026-04-03,Y,2026-04-14,Y,2026-04-19,Y,Y,opportunity_created,1_outcome_event,intro_outcomes row: opportunity_created=Y,high,True,True,True,True,3,2,routing_challenge; unclassified; volunteer_offer,True,False,False,False,False,2026-04-05,2026-04-05,2026-04-19,113,30d+,False
R1177,Nadia Okonkwo,"AE, Industrials",2026-01-10,,,E_unmatched,,,,,,,T6_unmatched,Chief Digital Officer,cdo_digital,2000000,Medium,Open,No path found,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,3,2,no_knowledge; possible_duplicate_query; unclassified,False,False,False,True,False,2026-01-11,,2026-01-13,209,30d+,True
R1178,Bertrand Vandermolen,"AE, EMEA",2026-05-16,Quillon Pharma,quillonpharma,B_probable_name_exact,A1019,Quillon Pharma,,,,,T6_unmatched,SVP Digital,cdo_digital,750000,High,Closed - no path,Path found,,False,,,,,,,,declared_only:Closed - no path,3_declared_status_only,intro_requests.status='Closed - no path' with no corroborating event evidence,low,False,False,False,True,3,2,possible_duplicate_query; qualification_question; unclassified,False,False,False,True,False,2026-05-16,,2026-05-17,85,30d+,True
R1179,Nadia Okonkwo,"AE, Industrials",2025-12-10,Blackwood Industrial,blackwoodindustrial,C_similar_but_distinct,,,,A1010:Blackwood Holdings(62.1),,,T6_unmatched,SVP Digital,cdo_digital,250000,High,Open,Path found,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,3,2,blocker_note; possible_duplicate_query; unclassified,False,False,False,True,False,2025-12-12,,2025-12-12,241,30d+,True
R1180,Rafael Salcedo,"AE, Transport & Logistics",2025-08-07,Thornbury Financial,thornburyfinancial,B_probable_name_exact,A1015,THORNBURYFINANCIAL,,,,,T6_unmatched,Director of Software Engineering,cto,2000000,High,Routed,No path found,,False,,,,,,,,declared_only:Routed,3_declared_status_only,intro_requests.status='Routed' with no corroborating event evidence,low,False,False,False,True,3,2,blocker_note; bump; unclassified,False,False,True,False,False,2025-08-08,,2025-08-10,365,30d+,True
R1181,Hana Nakashima,"AE, Healthcare",2026-05-03,,,E_unmatched,,,,,,Sabine Zettergren-Ashdown,T6_unmatched,Chief Operating Officer,coo,400000,High,Closed - no path,,,False,,,,,,,,declared_only:Closed - no path,3_declared_status_only,intro_requests.status='Closed - no path' with no corroborating event evidence,low,False,False,False,True,1,0,unclassified,False,False,False,False,False,,,2026-05-03,99,30d+,True
R1182,Yusuf Petrossian,SDR Lead,2026-02-12,,,E_unmatched,,,,,,,T6_unmatched,VP Data & Analytics,cdo_data,2000000,Critical,Open,No path found,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,2,1,bump; unclassified,False,False,True,False,False,2026-02-15,,2026-02-15,176,30d+,True
R1183,Yusuf Petrossian,SDR Lead,2026-04-29,,,E_unmatched,,,,,duncastle.com; duncastle.com,Leandro Okonkwo-Oldfield,T6_unmatched,SVP Digital,cdo_digital,750000,High,Open,Unknown,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,2,1,blocker_note; unclassified,False,False,False,False,False,2026-05-03,,2026-05-03,99,30d+,True
R1184,Bertrand Vandermolen,"AE, EMEA",2026-07-26,Cindermill Mining,cindermillmining,C_similar_but_distinct,,,,A1025:Cindermill Holdings(74.1),,,T6_unmatched,Chief Digital Officer,cdo_digital,750000,Critical,Open,,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,1,0,unclassified,False,False,False,False,False,,,2026-07-26,15,14-29d,False
R1185,Yusuf Petrossian,SDR Lead,2026-02-04,Gravenhurst Motors,gravenhurstmotors,B_probable_name_exact,A1041,Gravenhurst Motors,,,,,T6_unmatched,VP Enterprise Architecture,,1200000,High,Stalled,Path found,Priya Raghunathan,True,2026-02-08,Y,2026-02-14,Y,2026-02-22,N,N,intro_sent,1_outcome_event,intro_outcomes row: intro_sent=Y,high,True,True,True,True,1,0,unclassified,False,False,False,False,False,,,2026-02-22,169,30d+,False
R1186,Hana Nakashima,"AE, Healthcare",2025-12-27,,,E_unmatched,,,,,,,T6_unmatched,VP Engineering,engineering_exec,1200000,Low,Open,,Marcus Aldridge,True,2025-12-28,Y,2026-01-02,Y,2026-01-05,N,N,intro_sent,1_outcome_event,intro_outcomes row: intro_sent=Y,high,True,True,True,True,2,1,possible_duplicate_query; unclassified,False,False,False,True,False,2025-12-27,,2026-01-05,217,30d+,False
R1187,Bertrand Vandermolen,"AE, EMEA",2025-10-29,Ashgrove Agriculture,ashgroveagriculture,B_probable_shared_domain_group,,,DG_ashgroveag.com,A91035:Ashgrove Agriculture Inc; A1035:Ashgrove Agriculture,,Rafael Nakashima-Zettergren,T6_unmatched,Chief Digital Officer,cdo_digital,400000,Critical,Open,No path found,Priya Raghunathan,True,2025-11-01,Y,2025-11-03,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,5,4,possible_duplicate_query; qualification_question; unclassified; volunteer_offer,True,False,False,True,False,2025-10-29,2025-10-29,2025-11-03,280,30d+,True
R1188,Bertrand Vandermolen,"AE, EMEA",2026-02-02,Northwind Freight,northwindfreight,B_probable_name_exact,A1003,Northwind Freight,,,,,T6_unmatched,VP Engineering,engineering_exec,80000,Low,Stalled,Unknown,,False,,,,,,,,declared_only:Stalled,3_declared_status_only,intro_requests.status='Stalled' with no corroborating event evidence,low,False,False,False,True,3,2,blocker_note; routing_challenge; unclassified,False,False,False,False,False,2026-02-02,,2026-02-06,185,30d+,True
R1189,Nadia Okonkwo,"AE, Industrials",2026-02-27,Marrow Point Airways,marrowpointairways,E_unmatched,,,,,,,T6_unmatched,Chief Information Officer,cio,750000,Medium,Open,Unknown,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,1,0,bump,False,False,True,False,False,,,2026-02-27,164,30d+,True
R1190,Yusuf Petrossian,SDR Lead,2026-07-02,Brightmoor Energy,brightmoorenergy,B_probable_shared_domain_group,,,DG_brightmoorenergy.com,A91006:Brightmoor Energy Inc; A1006:Brightmoor Energy,,,T6_unmatched,VP Enterprise Architecture,,1200000,Critical,Routed,,Elena Duvall,True,2026-07-05,Y,2026-07-06,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,4,3,bump; referral_suggestion; routing_challenge,False,True,True,False,False,2026-07-04,2026-07-06,2026-07-06,35,30d+,True
R1191,Yusuf Petrossian,SDR Lead,2025-12-15,Volney Industrial Systems,volneyindustrialsystems,B_probable_name_exact,A1049,Volney Industrial Systems,,,,,T6_unmatched,Chief Digital Officer,cdo_digital,2000000,High,Stalled,,,False,,,,,,,,declared_only:Stalled,3_declared_status_only,intro_requests.status='Stalled' with no corroborating event evidence,low,False,False,False,True,2,1,bump; routing_challenge,False,False,True,False,False,2025-12-18,,2025-12-18,235,30d+,True
R1192,Imani Mkhize,"Enterprise AE, West",2025-08-18,Priorwood Chemicals,priorwoodchemicals,B_probable_name_exact,A1030,Priorwood Chemicals,,,,,T6_unmatched,Chief Operating Officer,coo,2000000,High,Intro sent,Unknown,Tomás Beckett,True,2025-08-23,Y,2025-08-26,Y,2025-08-31,Y,Y,opportunity_created,1_outcome_event,intro_outcomes row: opportunity_created=Y,high,True,True,True,True,4,3,blocker_note; possible_duplicate_query; unclassified,False,False,False,True,False,2025-08-18,,2025-08-31,344,30d+,False
R1193,Rafael Salcedo,"AE, Transport & Logistics",2026-06-05,Kingsmere Retail Group,kingsmereretail,E_unmatched,,,,,,,T6_unmatched,Chief Operating Officer,coo,250000,Low,Stalled,Path found,,False,,,,,,,,declared_only:Stalled,3_declared_status_only,intro_requests.status='Stalled' with no corroborating event evidence,low,False,False,False,True,3,2,possible_duplicate_query; referral_suggestion; unclassified,False,True,False,True,False,2026-06-06,2026-06-06,2026-06-06,65,30d+,True
R1194,Imani Mkhize,"Enterprise AE, West",2026-06-28,Marrow Point Airways,marrowpointairways,E_unmatched,,,,,,,T6_unmatched,VP Data & Analytics,cdo_data,750000,High,Open,Unknown,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,4,3,bump; no_knowledge; possible_duplicate_query; routing_challenge,False,False,True,True,False,2026-06-30,,2026-07-02,39,30d+,True
R1195,Nadia Okonkwo,"AE, Industrials",2026-04-27,,,E_unmatched,,,,,,,T6_unmatched,SVP Digital,cdo_digital,1200000,Low,Open,Path found,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,4,3,no_knowledge; possible_duplicate_query; qualification_question; unclassified,False,False,False,True,False,2026-04-27,,2026-04-29,103,30d+,True
R1196,Bertrand Vandermolen,"AE, EMEA",2026-02-03,Priorwood Chemicals,priorwoodchemicals,B_probable_name_exact,A1030,Priorwood Chemicals,,,,,T6_unmatched,Chief Technology Officer,cto,1200000,Medium,Stalled,Unknown,Tomás Beckett,True,2026-02-07,Y,2026-02-08,Y,2026-02-20,Y,N,meeting_booked,1_outcome_event,intro_outcomes row: meeting_booked=Y,high,True,True,True,True,1,0,bump,False,False,True,False,False,,,2026-02-20,171,30d+,False
R1197,Imani Mkhize,"Enterprise AE, West",2025-08-08,Apex Logistics,apexlogistics,B_probable_shared_domain_group,,,DG_apexlogistics.com,"A91001:Apex Logistics, Inc.; A1001:Apex Logistics",,,T6_unmatched,Head of Developer Productivity,devprod,250000,Low,Intro sent,Unknown,Elena Duvall,True,2025-08-14,Y,2025-08-24,N,,N,N,connector_responded_no_intro_recorded,1_outcome_event,"intro_outcomes row: responded=Y, intro_sent=N",medium,False,True,False,True,3,2,bump; referral_suggestion; unclassified,False,True,True,False,False,2025-08-09,2025-08-10,2025-08-24,351,30d+,True
R1198,Sloane Fairweather,Strategic AE,2025-10-07,Quillon Pharma,quillonpharma,B_probable_name_exact,A1019,Quillon Pharma,,,,,T6_unmatched,Chief Operating Officer,coo,750000,Critical,Closed - no path,Unknown,,False,,,,,,,,declared_only:Closed - no path,3_declared_status_only,intro_requests.status='Closed - no path' with no corroborating event evidence,low,False,False,False,True,4,3,no_knowledge; possible_duplicate_query; unclassified,False,False,False,True,False,2025-10-09,,2025-10-11,303,30d+,True
R1199,Curtis Hartigan,"AE, Financial Services",2025-12-09,Vireo Systems,vireosystems,E_unmatched,,,,,,,T6_unmatched,Chief Digital Officer,cdo_digital,750000,High,Open,Path found,Elena Duvall,True,2025-12-09,N,,N,,N,N,asked_awaiting_connector_response,1_outcome_event,"intro_outcomes row: connector asked, responded=N",medium,False,True,False,True,2,1,qualification_question; unclassified,False,False,False,False,False,2025-12-09,,2025-12-09,244,30d+,True
R1200,Hana Nakashima,"AE, Healthcare",2026-02-15,,,E_unmatched,,,,,,,T6_unmatched,Director of Software Engineering,cto,750000,Medium,Open,,,False,,,,,,,,declared_only:Open,3_declared_status_only,intro_requests.status='Open' with no corroborating event evidence,low,False,False,False,True,2,1,routing_challenge; unclassified,False,False,False,False,False,2026-02-15,,2026-02-15,176,30d+,True
