person_key,identity_basis,normalized_name,display_name,profile_urls,organizations,titles,appears_in_exports,export_rows,distinct_orgs,conflicting_affiliation,missing_profile_url
linkedin.com/in/silas-mkhize-5719,profile_url,silas mkhize,Silas Mkhize,linkedin.com/in/silas-mkhize-5719,Dunmowe Travel,Product Director,Tomás Beckett,1,1,False,0
linkedin.com/in/silas-nakashima-8005,profile_url,silas nakashima,Silas Nakashima,linkedin.com/in/silas-nakashima-8005,Ambrose Trading,Program Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/silas-norrington-8071,profile_url,silas norrington,Silas Norrington,linkedin.com/in/silas-norrington-8071,Bellchamber Media,Head of Innovation,Tomás Beckett,1,1,False,0
linkedin.com/in/silas-okonkwo-3871,profile_url,silas okonkwo,Silas Okonkwo,linkedin.com/in/silas-okonkwo-3871,Whitlock Staffing,Director of IT,Priya Raghunathan,1,1,False,0
name:silas oldfield,name_only,silas oldfield,Silas Oldfield,,Tannerly Design,VP Enterprise Architecture,Marcus Aldridge,1,1,False,1
linkedin.com/in/silas-oyelaran-5801,profile_url,silas oyelaran,Silas Oyelaran,linkedin.com/in/silas-oyelaran-5801,Whitlock Staffing,Principal Architect,Tomás Beckett,1,1,False,0
linkedin.com/in/silas-petrossian-3827,profile_url,silas petrossian,Silas Petrossian,linkedin.com/in/silas-petrossian-3827,Pale Harbour Studio,Chief Data Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/silas-prendergast-2551,profile_url,silas prendergast,Silas Prendergast,linkedin.com/in/silas-prendergast-2551,Whitlock Staffing,Chief Information Officer,Priya Raghunathan,1,1,False,0
linkedin.com/in/silas-quillane-5269,profile_url,silas quillane,Silas Quillane,linkedin.com/in/silas-quillane-5269,Bellchamber Media,Program Manager,Dana Whitfield,1,1,False,0
name:silas rushworth,name_only,silas rushworth,Silas Rushworth,,Quintrell Advisory,Head of Automation,Marcus Aldridge,1,1,False,1
linkedin.com/in/silas-salcedo-3568,profile_url,silas salcedo,Silas Salcedo,linkedin.com/in/silas-salcedo-3568,Highmoor Cycles,Chief Data Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/silas-sandoval-1331,profile_url,silas sandoval,Silas Sandoval,linkedin.com/in/silas-sandoval-1331,Xanthe Labs,Director of IT,Dana Whitfield,1,1,False,0
linkedin.com/in/silas-sandoval-ingleby-6878,profile_url,silas sandoval ingleby,Silas Sandoval-Ingleby,linkedin.com/in/silas-sandoval-ingleby-6878,Fairbourne Fitness,Product Director,Tomás Beckett,1,1,False,0
linkedin.com/in/silas-thackeray-3117,profile_url,silas thackeray,Silas Thackeray,linkedin.com/in/silas-thackeray-3117,Whitlock Staffing,Engineering Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/silas-underhill-6625,profile_url,silas underhill,Silas Underhill,linkedin.com/in/silas-underhill-6625,Corbridge Realty,Chief Technology Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/silas-vandermolen-2341,profile_url,silas vandermolen,Silas Vandermolen,linkedin.com/in/silas-vandermolen-2341,Dunmowe Travel,Staff Engineer,Marcus Aldridge,1,1,False,0
linkedin.com/in/silas-vasquez-2626,profile_url,silas vasquez,Silas Vasquez,linkedin.com/in/silas-vasquez-2626,Inglenook Bakery,Staff Engineer,Marcus Aldridge,1,1,False,0
linkedin.com/in/silas-wexford-3671,profile_url,silas wexford,Silas Wexford,linkedin.com/in/silas-wexford-3671,Underwood & Vale,Principal Architect,Priya Raghunathan,1,1,False,0
linkedin.com/in/silas-wolstenholme-2923,profile_url,silas wolstenholme,Silas Wolstenholme,linkedin.com/in/silas-wolstenholme-2923,Highmoor Cycles,Principal Architect,Priya Raghunathan,1,1,False,0
linkedin.com/in/silas-yarrow-1248,profile_url,silas yarrow,Silas Yarrow,linkedin.com/in/silas-yarrow-1248,Underwood & Vale,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/silas-yarrow-marchetti-8229,profile_url,silas yarrow marchetti,Silas Yarrow-Marchetti,linkedin.com/in/silas-yarrow-marchetti-8229,Rooksby Legal,Program Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/silas-zettergren-6858,profile_url,silas zettergren,Silas Zettergren,linkedin.com/in/silas-zettergren-6858,Elmsworth Tutors,Principal Architect,Dana Whitfield,1,1,False,0
linkedin.com/in/silas-zubkov-7384,profile_url,silas zubkov,Silas Zubkov,linkedin.com/in/silas-zubkov-7384,Yardley Print,Head of Automation,Priya Raghunathan,1,1,False,0
linkedin.com/in/sloane-achterberg-4439,profile_url,sloane achterberg,Sloane Achterberg,linkedin.com/in/sloane-achterberg-4439,Underwood & Vale,Chief Digital Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/sloane-ashdown-4451,profile_url,sloane ashdown,Sloane Ashdown,linkedin.com/in/sloane-ashdown-4451,Dunmowe Travel,Engineering Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/sloane-balogun-5081,profile_url,sloane balogun,Sloane Balogun,linkedin.com/in/sloane-balogun-5081,Yardley Print,Director of Software Engineering,Dana Whitfield,1,1,False,0
linkedin.com/in/sloane-bellinger-5358,profile_url,sloane bellinger,Sloane Bellinger,linkedin.com/in/sloane-bellinger-5358,Underwood & Vale,Staff Engineer,Priya Raghunathan,1,1,False,0
linkedin.com/in/sloane-brenneman-5108,profile_url,sloane brenneman,Sloane Brenneman,linkedin.com/in/sloane-brenneman-5108,Fairbourne Fitness,"Senior Manager, Engineering",Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-cardoso-3987,profile_url,sloane cardoso,Sloane Cardoso,linkedin.com/in/sloane-cardoso-3987,Inglenook Bakery,Director of Software Engineering,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-cardoso-ashdown-5302,profile_url,sloane cardoso ashdown,Sloane Cardoso-Ashdown,linkedin.com/in/sloane-cardoso-ashdown-5302,Highmoor Cycles,Platform Lead,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-cathcart-3161,profile_url,sloane cathcart,Sloane Cathcart,linkedin.com/in/sloane-cathcart-3161,Highmoor Cycles,Head of Automation,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-cathcart-balogun-7098,profile_url,sloane cathcart balogun,Sloane Cathcart-Balogun,linkedin.com/in/sloane-cathcart-balogun-7098,Dunmowe Travel,Platform Lead,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-cathcart-underhill-9672,profile_url,sloane cathcart underhill,Sloane Cathcart-Underhill,linkedin.com/in/sloane-cathcart-underhill-9672,Pale Harbour Studio,Head of Platform Engineering,Elena Duvall,1,1,False,0
linkedin.com/in/sloane-crowther-8004,profile_url,sloane crowther,Sloane Crowther,linkedin.com/in/sloane-crowther-8004,Corbridge Realty,Head of Innovation,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-dellinger-9437,profile_url,sloane dellinger,Sloane Dellinger,linkedin.com/in/sloane-dellinger-9437,Vespermill Analytics,Director of IT,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-dellinger-prendergast-7022,profile_url,sloane dellinger prendergast,Sloane Dellinger-Prendergast,linkedin.com/in/sloane-dellinger-prendergast-7022,Zenner Foods,"Senior Manager, Engineering",Elena Duvall,1,1,False,0
linkedin.com/in/sloane-dobrescu-9065,profile_url,sloane dobrescu,Sloane Dobrescu,linkedin.com/in/sloane-dobrescu-9065,Yardley Print,Program Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-drummond-1525,profile_url,sloane drummond,Sloane Drummond,linkedin.com/in/sloane-drummond-1525,Tannerly Design,"Senior Manager, Engineering",Dana Whitfield,1,1,False,0
linkedin.com/in/sloane-drummond-dellinger-4096,profile_url,sloane drummond dellinger,Sloane Drummond-Dellinger,linkedin.com/in/sloane-drummond-dellinger-4096,Inglenook Bakery,Director of IT,Owen Trask,1,1,False,0
linkedin.com/in/sloane-eastcott-1991,profile_url,sloane eastcott,Sloane Eastcott,linkedin.com/in/sloane-eastcott-1991,Whitlock Staffing,Director of Software Engineering,Priya Raghunathan,1,1,False,0
linkedin.com/in/sloane-egerton-9110,profile_url,sloane egerton,Sloane Egerton,linkedin.com/in/sloane-egerton-9110,Zenner Foods,Director of IT,Priya Raghunathan,1,1,False,0
linkedin.com/in/sloane-egerton-okonkwo-7985,profile_url,sloane egerton okonkwo,Sloane Egerton-Okonkwo,linkedin.com/in/sloane-egerton-okonkwo-7985,Elmsworth Tutors,Head of Automation,Elena Duvall,1,1,False,0
linkedin.com/in/sloane-falkenrath-6657,profile_url,sloane falkenrath,Sloane Falkenrath,linkedin.com/in/sloane-falkenrath-6657,Bellchamber Media,Chief Data Officer,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-ferreira-2615,profile_url,sloane ferreira,Sloane Ferreira,linkedin.com/in/sloane-ferreira-2615,Garrowby Books,Director of IT,Priya Raghunathan,1,1,False,0
linkedin.com/in/sloane-fontaine-3676,profile_url,sloane fontaine,Sloane Fontaine,linkedin.com/in/sloane-fontaine-3676,Highmoor Cycles,Principal Architect,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-gluckstein-6068,profile_url,sloane gluckstein,Sloane Glückstein,linkedin.com/in/sloane-gluckstein-6068,Ambrose Trading,Director of IT,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-gluckstein-balogun-1493,profile_url,sloane gluckstein balogun,Sloane Glückstein-Balogun,linkedin.com/in/sloane-gluckstein-balogun-1493,Whitlock Staffing,Head of Automation,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-grimsby-7626,profile_url,sloane grimsby,Sloane Grimsby,linkedin.com/in/sloane-grimsby-7626,Elmsworth Tutors,Product Director,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-grimsby-dobrescu-8056,profile_url,sloane grimsby dobrescu,Sloane Grimsby-Dobrescu,linkedin.com/in/sloane-grimsby-dobrescu-8056,Underwood & Vale,Head of Platform Engineering,Owen Trask,1,1,False,0
linkedin.com/in/sloane-halloran-5531,profile_url,sloane halloran,Sloane Halloran,linkedin.com/in/sloane-halloran-5531,Vespermill Analytics,Head of Automation,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-halloran-lomsadze-4357,profile_url,sloane halloran lomsadze,Sloane Halloran-Lomsadze,linkedin.com/in/sloane-halloran-lomsadze-4357,Elmsworth Tutors,Engineering Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-hartigan-9498,profile_url,sloane hartigan,Sloane Hartigan,linkedin.com/in/sloane-hartigan-9498,Dunmowe Travel,Engineering Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/sloane-havercamp-6655,profile_url,sloane havercamp,Sloane Havercamp,linkedin.com/in/sloane-havercamp-6655,Garrowby Books,Director of IT,Priya Raghunathan,1,1,False,0
name:sloane hojgaard,name_only,sloane hojgaard,Sloane Højgaard,,Ondermark Consulting,Staff Engineer,Marcus Aldridge,1,1,False,1
linkedin.com/in/sloane-ibarra-9542,profile_url,sloane ibarra,Sloane Ibarra,linkedin.com/in/sloane-ibarra-9542,Ambrose Trading,"Senior Manager, Engineering",Dana Whitfield,1,1,False,0
linkedin.com/in/sloane-ingleby-7971,profile_url,sloane ingleby,Sloane Ingleby,linkedin.com/in/sloane-ingleby-7971,Quintrell Advisory,Staff Engineer,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-isenberg-9449,profile_url,sloane isenberg,Sloane Isenberg,linkedin.com/in/sloane-isenberg-9449,Yardley Print,Head of Developer Productivity,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-isenberg-kirkbride-7748,profile_url,sloane isenberg kirkbride,Sloane Isenberg-Kirkbride,linkedin.com/in/sloane-isenberg-kirkbride-7748,Yardley Print,Head of Automation,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-jarrold-6982,profile_url,sloane jarrold,Sloane Jarrold,linkedin.com/in/sloane-jarrold-6982,Vespermill Analytics,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-kettleborough-4187,profile_url,sloane kettleborough,Sloane Kettleborough,linkedin.com/in/sloane-kettleborough-4187,Underwood & Vale,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-kettleborough-okonkwo-3265,profile_url,sloane kettleborough okonkwo,Sloane Kettleborough-Okonkwo,linkedin.com/in/sloane-kettleborough-okonkwo-3265,Highmoor Cycles,Platform Lead,Owen Trask,1,1,False,0
linkedin.com/in/sloane-kirkbride-6799,profile_url,sloane kirkbride,Sloane Kirkbride,linkedin.com/in/sloane-kirkbride-6799,Ambrose Trading,Staff Engineer,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-kirkbride-egerton-9033,profile_url,sloane kirkbride egerton,Sloane Kirkbride-Egerton,linkedin.com/in/sloane-kirkbride-egerton-9033,Garrowby Books,"Senior Manager, Engineering",Elena Duvall,1,1,False,0
linkedin.com/in/sloane-lindqvist-5979,profile_url,sloane lindqvist,Sloane Lindqvist,linkedin.com/in/sloane-lindqvist-5979,Inglenook Bakery,Director of IT,Tomás Beckett,1,1,False,0
name:sloane lindqvist brenneman,name_only,sloane lindqvist brenneman,Sloane Lindqvist-Brenneman,,Garrowby Books,Director of IT,Tomás Beckett,1,1,False,1
linkedin.com/in/sloane-lomsadze-7878,profile_url,sloane lomsadze,Sloane Lomsadze,linkedin.com/in/sloane-lomsadze-7878,Corbridge Realty,Chief Data Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/sloane-marchetti-5731,profile_url,sloane marchetti,Sloane Marchetti,linkedin.com/in/sloane-marchetti-5731,Dunmowe Travel,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-merriweather-5829,profile_url,sloane merriweather,Sloane Merriweather,linkedin.com/in/sloane-merriweather-5829,Xanthe Labs,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-mkhize-1522,profile_url,sloane mkhize,Sloane Mkhize,linkedin.com/in/sloane-mkhize-1522,Corbridge Realty,Head of Developer Productivity,Dana Whitfield,1,1,False,0
linkedin.com/in/sloane-nakashima-3480,profile_url,sloane nakashima,Sloane Nakashima,linkedin.com/in/sloane-nakashima-3480,Inglenook Bakery,Engineering Manager,Priya Raghunathan,1,1,False,0
linkedin.com/in/sloane-norrington-9566,profile_url,sloane norrington,Sloane Norrington,linkedin.com/in/sloane-norrington-9566,Xanthe Labs,Program Manager,Priya Raghunathan,1,1,False,0
linkedin.com/in/sloane-okonkwo-3445,profile_url,sloane okonkwo,Sloane Okonkwo,linkedin.com/in/sloane-okonkwo-3445,Highmoor Cycles,Head of Developer Productivity,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-oldfield-9595,profile_url,sloane oldfield,Sloane Oldfield,linkedin.com/in/sloane-oldfield-9595,Tannerly Design,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-oldfield-balogun-7248,profile_url,sloane oldfield balogun,Sloane Oldfield-Balogun,linkedin.com/in/sloane-oldfield-balogun-7248,Bellchamber Media,"Senior Manager, Engineering",Owen Trask,1,1,False,0
linkedin.com/in/sloane-oyelaran-9935,profile_url,sloane oyelaran,Sloane Oyelaran,linkedin.com/in/sloane-oyelaran-9935,Tannerly Design,Principal Architect,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-oyelaran-ferreira-5095,profile_url,sloane oyelaran ferreira,Sloane Oyelaran-Ferreira,linkedin.com/in/sloane-oyelaran-ferreira-5095,Dunmowe Travel,Head of Innovation,Owen Trask,1,1,False,0
linkedin.com/in/sloane-oyelaran-zettergren-8973,profile_url,sloane oyelaran zettergren,Sloane Oyelaran-Zettergren,linkedin.com/in/sloane-oyelaran-zettergren-8973,Zenner Foods,"Senior Manager, Engineering",Elena Duvall,1,1,False,0
linkedin.com/in/sloane-petrossian-1371,profile_url,sloane petrossian,Sloane Petrossian,linkedin.com/in/sloane-petrossian-1371,Garrowby Books,Chief Technology Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-prendergast-4298,profile_url,sloane prendergast,Sloane Prendergast,linkedin.com/in/sloane-prendergast-4298,Underwood & Vale,Chief Data Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/sloane-quillane-9081,profile_url,sloane quillane,Sloane Quillane,linkedin.com/in/sloane-quillane-9081,Yardley Print,Director of IT,Priya Raghunathan,1,1,False,0
linkedin.com/in/sloane-rushworth-6920,profile_url,sloane rushworth,Sloane Rushworth,linkedin.com/in/sloane-rushworth-6920,Inglenook Bakery,Product Director,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-rushworth-jarrold-6416,profile_url,sloane rushworth jarrold,Sloane Rushworth-Jarrold,linkedin.com/in/sloane-rushworth-jarrold-6416,Pale Harbour Studio,Principal Architect,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-salcedo-6735,profile_url,sloane salcedo,Sloane Salcedo,linkedin.com/in/sloane-salcedo-6735,Xanthe Labs,Head of Developer Productivity,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-salcedo-crowther-6880,profile_url,sloane salcedo crowther,Sloane Salcedo-Crowther,linkedin.com/in/sloane-salcedo-crowther-6880,Yardley Print,Engineering Manager,Elena Duvall,1,1,False,0
linkedin.com/in/sloane-salcedo-dobrescu-9047,profile_url,sloane salcedo dobrescu,Sloane Salcedo-Dobrescu,linkedin.com/in/sloane-salcedo-dobrescu-9047,Bellchamber Media,Director of IT,Owen Trask,1,1,False,0
linkedin.com/in/sloane-sandoval-7536,profile_url,sloane sandoval,Sloane Sandoval,linkedin.com/in/sloane-sandoval-7536,Highmoor Cycles,Director of Software Engineering,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-sandoval-halloran-5784,profile_url,sloane sandoval halloran,Sloane Sandoval-Halloran,linkedin.com/in/sloane-sandoval-halloran-5784,Underwood & Vale,Director of IT,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-thackeray-3407,profile_url,sloane thackeray,Sloane Thackeray,linkedin.com/in/sloane-thackeray-3407,Fairbourne Fitness,Head of Innovation,Dana Whitfield,1,1,False,0
linkedin.com/in/sloane-underhill-9093,profile_url,sloane underhill,Sloane Underhill,linkedin.com/in/sloane-underhill-9093,Corbridge Realty,Chief Data Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-vandermolen-4152,profile_url,sloane vandermolen,Sloane Vandermolen,linkedin.com/in/sloane-vandermolen-4152,Tannerly Design,Program Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/sloane-vasquez-2007,profile_url,sloane vasquez,Sloane Vasquez,linkedin.com/in/sloane-vasquez-2007,Elmsworth Tutors,Product Director,Tomás Beckett,1,1,False,0
name:sloane vasquez lindqvist,name_only,sloane vasquez lindqvist,Sloane Vasquez-Lindqvist,,Whitlock Staffing,Head of Innovation,Owen Trask,1,1,False,1
linkedin.com/in/sloane-wexford-6107,profile_url,sloane wexford,Sloane Wexford,linkedin.com/in/sloane-wexford-6107,Corbridge Realty,Head of Innovation,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-wolstenholme-5777,profile_url,sloane wolstenholme,Sloane Wolstenholme,linkedin.com/in/sloane-wolstenholme-5777,Rooksby Legal,Program Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/sloane-yarrow-6472,profile_url,sloane yarrow,Sloane Yarrow,linkedin.com/in/sloane-yarrow-6472,Whitlock Staffing,Head of Automation,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-zettergren-2294,profile_url,sloane zettergren,Sloane Zettergren,linkedin.com/in/sloane-zettergren-2294,Quintrell Advisory,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-zubkov-9589,profile_url,sloane zubkov,Sloane Zubkov,linkedin.com/in/sloane-zubkov-9589,Corbridge Realty,"Senior Manager, Engineering",Marcus Aldridge,1,1,False,0
linkedin.com/in/sloane-zubkov-sandoval-6082,profile_url,sloane zubkov sandoval,Sloane Zubkov-Sandoval,linkedin.com/in/sloane-zubkov-sandoval-6082,Quintrell Advisory,Director of IT,Owen Trask,1,1,False,0
linkedin.com/in/solveig-achterberg-2003,profile_url,solveig achterberg,Solveig Achterberg,linkedin.com/in/solveig-achterberg-2003,Underwood & Vale,Program Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/solveig-ashdown-6985,profile_url,solveig ashdown,Solveig Ashdown,linkedin.com/in/solveig-ashdown-6985,Rooksby Legal,Staff Engineer,Tomás Beckett,1,1,False,0
linkedin.com/in/solveig-ashdown-underhill-9707,profile_url,solveig ashdown underhill,Solveig Ashdown-Underhill,linkedin.com/in/solveig-ashdown-underhill-9707,Ambrose Trading,Staff Engineer,Tomás Beckett,1,1,False,0
linkedin.com/in/solveig-balogun-2745,profile_url,solveig balogun,Solveig Balogun,linkedin.com/in/solveig-balogun-2745,Zenner Foods,"Senior Manager, Engineering",Priya Raghunathan,1,1,False,0
linkedin.com/in/solveig-bellinger-9285,profile_url,solveig bellinger,Solveig Bellinger,linkedin.com/in/solveig-bellinger-9285,Tannerly Design,Director of IT,Tomás Beckett,1,1,False,0
linkedin.com/in/solveig-brenneman-6579,profile_url,solveig brenneman,Solveig Brenneman,linkedin.com/in/solveig-brenneman-6579,Yardley Print,"Senior Manager, Engineering",Dana Whitfield,1,1,False,0
linkedin.com/in/solveig-cardoso-3701,profile_url,solveig cardoso,Solveig Cardoso,linkedin.com/in/solveig-cardoso-3701,Highmoor Cycles,Head of Developer Productivity,Marcus Aldridge,1,1,False,0
linkedin.com/in/solveig-cathcart-8043,profile_url,solveig cathcart,Solveig Cathcart,linkedin.com/in/solveig-cathcart-8043,Yardley Print,Director of IT,Marcus Aldridge,1,1,False,0
linkedin.com/in/solveig-crowther-5127,profile_url,solveig crowther,Solveig Crowther,linkedin.com/in/solveig-crowther-5127,Bellchamber Media,Head of Innovation,Tomás Beckett,1,1,False,0
linkedin.com/in/solveig-crowther-havercamp-9726,profile_url,solveig crowther havercamp,Solveig Crowther-Havercamp,linkedin.com/in/solveig-crowther-havercamp-9726,Corbridge Realty,Platform Lead,Tomás Beckett,1,1,False,0
linkedin.com/in/solveig-dellinger-1404,profile_url,solveig dellinger,Solveig Dellinger,linkedin.com/in/solveig-dellinger-1404,Elmsworth Tutors,Chief Technology Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/solveig-dobrescu-6533,profile_url,solveig dobrescu,Solveig Dobrescu,linkedin.com/in/solveig-dobrescu-6533,Vespermill Analytics,VP Enterprise Architecture,Dana Whitfield,1,1,False,0
linkedin.com/in/solveig-dobrescu-wexford-5858,profile_url,solveig dobrescu wexford,Solveig Dobrescu-Wexford,linkedin.com/in/solveig-dobrescu-wexford-5858,Quintrell Advisory,Head of Innovation,Owen Trask,1,1,False,0
linkedin.com/in/solveig-drummond-6281,profile_url,solveig drummond,Solveig Drummond,linkedin.com/in/solveig-drummond-6281,Vespermill Analytics,Director of Software Engineering,Marcus Aldridge,1,1,False,0
linkedin.com/in/solveig-drummond-marchetti-7691,profile_url,solveig drummond marchetti,Solveig Drummond-Marchetti,linkedin.com/in/solveig-drummond-marchetti-7691,Pale Harbour Studio,"Senior Manager, Engineering",Elena Duvall,1,1,False,0
linkedin.com/in/solveig-drummond-zubkov-5021,profile_url,solveig drummond zubkov,Solveig Drummond-Zubkov,linkedin.com/in/solveig-drummond-zubkov-5021,Whitlock Staffing,VP Engineering,Owen Trask,1,1,False,0
linkedin.com/in/solveig-eastcott-4905,profile_url,solveig eastcott,Solveig Eastcott,linkedin.com/in/solveig-eastcott-4905,Inglenook Bakery,Director of Software Engineering,Marcus Aldridge,1,1,False,0
linkedin.com/in/solveig-egerton-4622,profile_url,solveig egerton,Solveig Egerton,linkedin.com/in/solveig-egerton-4622,Inglenook Bakery,Head of Platform Engineering,Tomás Beckett,1,1,False,0
linkedin.com/in/solveig-fairweather-1006,profile_url,solveig fairweather,Solveig Fairweather,linkedin.com/in/solveig-fairweather-1006,Whitlock Staffing,Chief Operating Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/solveig-falkenrath-7276,profile_url,solveig falkenrath,Solveig Falkenrath,linkedin.com/in/solveig-falkenrath-7276,Highmoor Cycles,Engineering Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/solveig-falkenrath-brenneman-8995,profile_url,solveig falkenrath brenneman,Solveig Falkenrath-Brenneman,linkedin.com/in/solveig-falkenrath-brenneman-8995,Bellchamber Media,Head of Developer Productivity,Tomás Beckett,1,1,False,0
linkedin.com/in/solveig-falkenrath-zubkov-7764,profile_url,solveig falkenrath zubkov,Solveig Falkenrath-Zubkov,linkedin.com/in/solveig-falkenrath-zubkov-7764,Inglenook Bakery,Product Director,Tomás Beckett,1,1,False,0
linkedin.com/in/solveig-ferreira-6919,profile_url,solveig ferreira,Solveig Ferreira,linkedin.com/in/solveig-ferreira-6919,Xanthe Labs,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/solveig-fontaine-2993,profile_url,solveig fontaine,Solveig Fontaine,linkedin.com/in/solveig-fontaine-2993,Pale Harbour Studio,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/solveig-gluckstein-6078,profile_url,solveig gluckstein,Solveig Glückstein,linkedin.com/in/solveig-gluckstein-6078,Vespermill Analytics,Director of Software Engineering,Tomás Beckett,1,1,False,0
linkedin.com/in/solveig-grimsby-1805,profile_url,solveig grimsby,Solveig Grimsby,linkedin.com/in/solveig-grimsby-1805,Quintrell Advisory,Staff Engineer,Marcus Aldridge,1,1,False,0
name:solveig halloran,name_only,solveig halloran,Solveig Halloran,,Ambrose Trading,Head of Automation,Marcus Aldridge,1,1,False,1
linkedin.com/in/solveig-hartigan-6379,profile_url,solveig hartigan,Solveig Hartigan,linkedin.com/in/solveig-hartigan-6379,Inglenook Bakery,Product Director,Priya Raghunathan,1,1,False,0
name:solveig havercamp,name_only,solveig havercamp,Solveig Havercamp,,Inglenook Bakery,VP Data & Analytics,Priya Raghunathan,1,1,False,1
linkedin.com/in/solveig-hojgaard-6469,profile_url,solveig hojgaard,Solveig Højgaard,linkedin.com/in/solveig-hojgaard-6469,Zenner Foods,Chief Technology Officer,Tomás Beckett,1,1,False,0
linkedin.com/in/solveig-ibarra-6768,profile_url,solveig ibarra,Solveig Ibarra,linkedin.com/in/solveig-ibarra-6768,Pale Harbour Studio,Head of Automation,Dana Whitfield,1,1,False,0
name:solveig ingleby,name_only,solveig ingleby,Solveig Ingleby,,Highmoor Cycles,Engineering Manager,Priya Raghunathan,1,1,False,1
linkedin.com/in/solveig-ingleby-eastcott-4652,profile_url,solveig ingleby eastcott,Solveig Ingleby-Eastcott,linkedin.com/in/solveig-ingleby-eastcott-4652,Tannerly Design,Program Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/solveig-isenberg-8608,profile_url,solveig isenberg,Solveig Isenberg,linkedin.com/in/solveig-isenberg-8608,Ambrose Trading,"Senior Manager, Engineering",Tomás Beckett,1,1,False,0
linkedin.com/in/solveig-jarrold-9227,profile_url,solveig jarrold,Solveig Jarrold,linkedin.com/in/solveig-jarrold-9227,Dunmowe Travel,Director of IT,Tomás Beckett,1,1,False,0
linkedin.com/in/solveig-kettleborough-5224,profile_url,solveig kettleborough,Solveig Kettleborough,linkedin.com/in/solveig-kettleborough-5224,Underwood & Vale,Head of Automation,Dana Whitfield,1,1,False,0
linkedin.com/in/solveig-kirkbride-6043,profile_url,solveig kirkbride,Solveig Kirkbride,linkedin.com/in/solveig-kirkbride-6043,Ambrose Trading,Principal Architect,Tomás Beckett,1,1,False,0
name:solveig lindqvist,name_only,solveig lindqvist,Solveig Lindqvist,,Inglenook Bakery,Head of Automation,Tomás Beckett,1,1,False,1
